PARTICIPANT_ID,PSEUDO_PARTICIPANT_ID,PRODUCT,SURVEY_ID,SURVEY_TS,RESPONSE_TS,SURVEY_DT,RESPONSE_DT,SURVEY_CD,SOURCE_SURVEY_TYPE_CD,CC_SURVEY_TYPE_TXT,SOURCE_DISPATCH_ID,SURVEY_START_TS,SURVEY_END_TS,COMPLTN_TYPE_NR,INTERACTION_ID,OVERALL_ADVISOR_SAT,QUEUE_TIME_SAT,SAT_FACTOR,SURVEY_RESPONSE_CHANNEL,SENTIMENT_VAL,SENTIMENT_PROBABILITY_NR,TOPIC_1_NAME,TOPIC_1_SIMILARITY_SCORE,TOPIC_2_NAME,TOPIC_2_SIMILARITY_SCORE,TOPIC_3_NAME,TOPIC_3_SIMILARITY_SCORE,TOPIC_4_NAME,TOPIC_4_SIMILARITY_SCORE,TOPIC_5_NAME,TOPIC_5_SIMILARITY_SCORE
638373312151199243,10000452783,Apple ID,9220824204945426,2024-07-29T14:18:33Z,2024-07-29T15:39:57Z,2024-07-29,2024-07-29,,,,,2024-07-29T15:39:06Z,2024-07-29T15:39:57Z,1,,1,,,WEB,1,0.3431,Apple Account and ID Issues,0.7272,iPhone Service Issues,0.5963,Thank You Messages,0.4471,Message and Email Notifications,0.4147,Positive Feedback on Products,0.4081
638373312151341069,10000527412,Billing & Accounts,9220824204945426,2024-07-29T20:13:22Z,2024-07-29T20:38:09Z,2024-07-29,2024-07-29,,,,,2024-07-29T20:25:19Z,2024-07-29T20:38:09Z,1,,5,,,WEB,-1,0.0019,Apple Account and ID Issues,0.6544,Refund and Payment Issues,0.5925,iPhone Service Issues,0.4477,Faulty AirPods and Replacements,0.4330,Battery and Charging Issues,0.3054
638373312151225543,10000273066,iCloud,9220824204945426,2024-07-29T15:21:40Z,2024-07-29T17:32:00Z,2024-07-29,2024-07-29,,,,,2024-07-29T17:30:29Z,2024-07-29T17:32:00Z,1,,1,,,WEB,1,0.0407,Apple Account and ID Issues,0.7551,iPhone Service Issues,0.5100,Positive Feedback on Products,0.4655,Thank You Messages,0.3738,Courteous and Professional Advisors,0.3733
638373312151179959,10000495422,iPhone 14,9220824204945426,2024-07-29T13:37:52Z,2024-07-30T07:29:28Z,2024-07-29,2024-07-30,,,,,2024-07-30T07:27:10Z,2024-07-30T07:29:28Z,1,,1,,,WEB,1,0.0350,Courteous and Professional Advisors,0.5656,Thank You Messages,0.5009,iPhone Service Issues,0.4042,Great Customer Experience,0.3838,Apple Account and ID Issues,0.2931
638373312151041954,10000640912,iPhone 7,9220419201901823,2024-07-29T07:57:14Z,2024-07-29T07:57:51Z,2024-07-29,2024-07-29,,,,,2024-07-29T07:57:18Z,2024-07-29T07:57:51Z,1,,1,,,WEB,1,0.0512,Courteous and Professional Advisors,0.6268,Thank You Messages,0.5308,Great Customer Experience,0.4903,iPhone Service Issues,0.4571,Apple Account and ID Issues,0.2754
638373312151244775,10000180699,Apple ID,9220824204945426,2024-07-29T16:07:56Z,2024-07-29T16:10:42Z,2024-07-29,2024-07-29,,,,,2024-07-29T16:08:30Z,2024-07-29T16:10:42Z,1,,1,,,WEB,1,0.0374,Courteous and Professional Advisors,0.7849,iPhone Service Issues,0.6091,Thank You Messages,0.5790,Great Customer Experience,0.5767,Call Resolution and Technical Support,0.3896
638373312151361933,10000501093,NON TECHNICAL ISSUE,9220824204945426,2024-07-29T21:14:59Z,2024-07-29T22:21:58Z,2024-07-29,2024-07-29,,,,,2024-07-29T22:15:22Z,2024-07-29T22:21:58Z,1,,5,,,WEB,-1,0.0020,Apple Account and ID Issues,0.7072,iPhone Service Issues,0.5263,Faulty AirPods and Replacements,0.4012,Refund and Payment Issues,0.3486,Call Resolution and Technical Support,0.3324
638373312151406930,10000946622,Apple ID,9220824204945426,2024-07-29T23:36:37Z,2024-07-30T12:45:22Z,2024-07-29,2024-07-30,,,,,2024-07-30T12:41:34Z,2024-07-30T12:45:22Z,1,,3,,,WEB,-1,0.0096,Apple Account and ID Issues,0.6202,iPhone Service Issues,0.3883,Faulty AirPods and Replacements,0.2789,Positive Feedback on Products,0.2682,Delays and Wait Times,0.2490
638373312151319541,10000931049,iPhone 12,9220824204945426,2024-07-29T19:14:00Z,2024-07-29T20:17:30Z,2024-07-29,2024-07-29,,,,,2024-07-29T20:11:56Z,2024-07-29T20:17:30Z,1,,1,,,WEB,0,0.8787,Apple Account and ID Issues,0.7713,iPhone Service Issues,0.5252,Faulty AirPods and Replacements,0.3708,Positive Feedback on Products,0.2833,Courteous and Professional Advisors,0.2665
638373312151122469,10000465556,App Store & Third-party Apps,9220824204945426,2024-07-29T11:09:44Z,2024-07-29T12:35:46Z,2024-07-29,2024-07-29,,,,,2024-07-29T12:33:58Z,2024-07-29T12:35:46Z,1,,1,,,WEB,1,0.2028,Call Resolution and Technical Support,0.7035,iPhone Service Issues,0.6213,Courteous and Professional Advisors,0.4963,Delays and Wait Times,0.4705,Thank You Messages,0.4283
638373312151040380,10000456973,Watch Ultra (GPS + Cellular),9220419201901823,2024-07-29T07:46:31Z,2024-07-29T07:53:07Z,2024-07-29,2024-07-29,,,,,2024-07-29T07:52:23Z,2024-07-29T07:53:07Z,1,,1,,,WEB,0,0.7302,Thank You Messages,0.6697,Great Customer Experience,0.5385,Courteous and Professional Advisors,0.4648,Negative Feedback,0.3811,iPhone Service Issues,0.3657
638373312151098756,10000766255,NON TECHNICAL ISSUE,9220824204945426,2024-07-29T10:01:54Z,2024-07-29T10:22:07Z,2024-07-29,2024-07-29,,,,,2024-07-29T10:13:35Z,2024-07-29T10:22:07Z,1,,,,,WEB,-1,0.0075,iPhone Service Issues,0.4647,Phone and Device Authentication,0.4475,Message and Email Notifications,0.4275,Call Resolution and Technical Support,0.3856,Refund and Payment Issues,0.3621
638373312150943148,10000274901,Billing & Accounts,9220824204945426,2024-07-29T03:07:44Z,2024-07-29T03:22:43Z,2024-07-29,2024-07-29,,,,,2024-07-29T03:08:06Z,2024-07-29T03:22:43Z,1,,2,,,WEB,-1,0.1685,Refund and Payment Issues,0.6637,Call Resolution and Technical Support,0.6030,iPhone Service Issues,0.4804,Message and Email Notifications,0.4396,Delays and Wait Times,0.3616
638373312151277505,10000591709,iPhone 15,9220824204945426,2024-07-29T17:26:00Z,2024-07-29T17:29:05Z,2024-07-29,2024-07-29,,,,,2024-07-29T17:26:29Z,2024-07-29T17:29:05Z,1,,1,,,WEB,1,0.0362,Courteous and Professional Advisors,0.6319,Thank You Messages,0.5375,iPhone Service Issues,0.4003,Great Customer Experience,0.3025,Call Resolution and Technical Support,0.2315
638373312151368036,10000124154,iPhone 11,9220824204945426,2024-07-29T21:34:27Z,2024-07-30T04:49:31Z,2024-07-29,2024-07-30,,,,,2024-07-30T04:35:26Z,2024-07-30T04:49:31Z,1,,1,,,WEB,1,0.0560,Great Customer Experience,0.5690,Courteous and Professional Advisors,0.4064,Thank You Messages,0.3759,Positive Feedback on Products,0.2401,iPhone Service Issues,0.2129
638373312151304707,10000500141,"Watch SE (2nd gen, GPS) Alum 40MM",9220824204945426,2024-07-29T18:36:09Z,2024-07-29T19:22:35Z,2024-07-29,2024-07-29,,,,,2024-07-29T19:20:42Z,2024-07-29T19:22:35Z,1,,1,,,WEB,1,0.0143,Courteous and Professional Advisors,0.7734,Thank You Messages,0.6492,iPhone Service Issues,0.5639,Great Customer Experience,0.4317,Refund and Payment Issues,0.2984
638373312151110632,10000005638,Apple ID,9220419201901823,2024-07-29T11:04:29Z,2024-07-29T11:07:49Z,2024-07-29,2024-07-29,,,,,2024-07-29T11:04:40Z,2024-07-29T11:07:49Z,1,,1,,,WEB,-1,0.0101,Delays and Wait Times,0.5886,Refund and Payment Issues,0.3302,Phone and Device Authentication,0.3079,Call Resolution and Technical Support,0.3023,iPhone Service Issues,0.2933
638373312151328969,10000064181,iPhone 14 Pro,9220419201901823,2024-07-29T22:42:22Z,2024-07-29T22:54:15Z,2024-07-29,2024-07-29,,,,,2024-07-29T22:49:20Z,2024-07-29T22:54:15Z,1,,5,,,WEB,0,0.7079,Delays and Wait Times,0.6715,iPhone Service Issues,0.5169,Delays and Wait Times,0.4399,Refund and Payment Issues,0.3679,Message and Email Notifications,0.3560
638373312151036357,10000906633,AirPods Pro with Wireless Charging Case,9220419201901823,2024-07-29T07:59:42Z,2024-07-29T08:01:09Z,2024-07-29,2024-07-29,,,,,2024-07-29T07:59:46Z,2024-07-29T08:01:09Z,1,,1,,,WEB,0,0.6661,Call Resolution and Technical Support,0.4222,iPhone Service Issues,0.3975,Message and Email Notifications,0.3582,Refund and Payment Issues,0.3321,Thank You Messages,0.3162
638373312151377691,10000207388,macOS Sonoma 14,9220824204945426,2024-07-29T22:04:34Z,2024-07-30T01:00:03Z,2024-07-29,2024-07-30,,,,,2024-07-29T22:04:41Z,2024-07-30T01:00:03Z,1,,2,,,WEB,0,0.8642,Apple Account and ID Issues,0.7941,iPhone Service Issues,0.6920,Courteous and Professional Advisors,0.5048,Call Resolution and Technical Support,0.4638,Positive Feedback on Products,0.3523
638373312150882508,10000009160,Photos,9220824204945426,2024-07-29T00:58:18Z,2024-07-29T01:03:22Z,2024-07-29,2024-07-29,,,,,2024-07-29T00:59:43Z,2024-07-29T01:03:22Z,1,,1,,,WEB,0,0.6820,iPhone Service Issues,0.5431,Phone and Device Authentication,0.4916,Call Resolution and Technical Support,0.4269,Message and Email Notifications,0.3944,Courteous and Professional Advisors,0.3900
638373312151180037,10000271098,App Store & Third-party Apps,9220824204945426,2024-07-29T13:38:04Z,2024-07-29T18:18:30Z,2024-07-29,2024-07-29,,,,,2024-07-29T18:13:11Z,2024-07-29T18:18:30Z,1,,,,,WEB,-1,0.0615,Apple Account and ID Issues,0.5258,Refund and Payment Issues,0.4169,iPhone Service Issues,0.4060,Phone and Device Authentication,0.3971,Message and Email Notifications,0.3566
638373312150939905,10000787284,App Store & Third-party Apps,9220824204945426,2024-07-29T02:57:58Z,2024-07-29T03:11:18Z,2024-07-29,2024-07-29,,,,,2024-07-29T03:09:09Z,2024-07-29T03:11:18Z,1,,1,,,WEB,0,0.9826,Negative Feedback,0.5291,Thank You Messages,0.4211,Delays and Wait Times,0.3585,iPhone Service Issues,0.3316,Call Resolution and Technical Support,0.3306
638373312151221695,10000685521,AirPods (2nd Generation),9220824204945426,2024-07-29T15:12:44Z,2024-07-29T15:17:44Z,2024-07-29,2024-07-29,,,,,2024-07-29T15:13:41Z,2024-07-29T15:17:44Z,1,,1,,,WEB,-1,0.3696,Faulty AirPods and Replacements,0.6840,iPhone Service Issues,0.4697,Refund and Payment Issues,0.4202,Call Resolution and Technical Support,0.4071,Phone and Device Authentication,0.4045
638373312151249699,10000332933,Apple ID,9220824204945426,2024-07-29T16:19:21Z,2024-07-29T16:23:38Z,2024-07-29,2024-07-29,,,,,2024-07-29T16:19:27Z,2024-07-29T16:23:38Z,1,,1,,,WEB,-1,0.2883,Apple Account and ID Issues,0.6639,iPhone Service Issues,0.4837,Message and Email Notifications,0.3781,Refund and Payment Issues,0.3680,Faulty AirPods and Replacements,0.3593
638373312151383602,10000884207,"MacBook Air (13-inch, Early 2015)",9220824204945426,2024-07-29T22:24:18Z,2024-07-29T22:26:30Z,2024-07-29,2024-07-29,,,,,2024-07-29T22:24:40Z,2024-07-29T22:26:30Z,1,,,,,WEB,1,0.0599,Call Resolution and Technical Support,0.6598,iPhone Service Issues,0.4958,Courteous and Professional Advisors,0.3859,Message and Email Notifications,0.3617,Delays and Wait Times,0.3150
638373312151105393,10000658058,App Store & Third-party Apps,9220824204945426,2024-07-29T10:21:29Z,2024-07-30T01:19:31Z,2024-07-29,2024-07-30,,,,,2024-07-30T01:17:14Z,2024-07-30T01:19:31Z,1,,1,,,WEB,-1,0.0032,Phone and Device Authentication,0.5131,Delays and Wait Times,0.4921,iPhone Service Issues,0.4884,Message and Email Notifications,0.3946,Call Resolution and Technical Support,0.3843
638373312151080935,10000605913,Billing & Accounts,9220824204945426,2024-07-29T09:10:56Z,2024-07-29T09:23:00Z,2024-07-29,2024-07-29,,,,,2024-07-29T09:21:06Z,2024-07-29T09:23:00Z,1,,1,,,WEB,0,0.9266,Call Resolution and Technical Support,0.5993,iPhone Service Issues,0.5561,Thank You Messages,0.4702,Courteous and Professional Advisors,0.4580,Delays and Wait Times,0.3414
638373312150917879,10000988647,Apple ID,9220419201901823,2024-07-29T02:03:45Z,2024-07-29T02:04:38Z,2024-07-29,2024-07-29,,,,,2024-07-29T02:03:50Z,2024-07-29T02:04:38Z,1,,1,,,WEB,1,0.0126,Thank You Messages,0.8100,Great Customer Experience,0.7253,Courteous and Professional Advisors,0.5809,Negative Feedback,0.4756,iPhone Service Issues,0.3673
638373312151378655,10000361616,iPhone 11,9220824204945426,2024-07-29T22:07:52Z,2024-07-29T23:03:47Z,2024-07-29,2024-07-29,,,,,2024-07-29T23:01:44Z,2024-07-29T23:03:47Z,1,,1,,,WEB,1,0.0789,Courteous and Professional Advisors,0.6780,Thank You Messages,0.4855,iPhone Service Issues,0.4711,Great Customer Experience,0.2874,Call Resolution and Technical Support,0.2845
638373312151150820,10000452783,App Store & Third-party Apps,9220419201901823,2024-07-29T12:31:32Z,2024-07-29T12:34:16Z,2024-07-29,2024-07-29,,,,,2024-07-29T12:32:00Z,2024-07-29T12:34:16Z,1,,1,,,WEB,0,0.7375,Apple Account and ID Issues,0.7208,iPhone Service Issues,0.5516,Phone and Device Authentication,0.4792,Refund and Payment Issues,0.4708,Faulty AirPods and Replacements,0.4437
638373312151397784,10000265942,NON TECHNICAL ISSUE,9220824204945426,2024-07-29T23:07:36Z,2024-07-30T00:01:51Z,2024-07-29,2024-07-30,,,,,2024-07-30T00:00:17Z,2024-07-30T00:01:51Z,1,,5,,,WEB,-1,0.0491,Phone and Device Authentication,0.3726,Call Resolution and Technical Support,0.3543,Message and Email Notifications,0.3058,iPhone Service Issues,0.2784,Faulty AirPods and Replacements,0.2043
638373312151278188,10000844146,NON TECHNICAL ISSUE,9220824204945426,2024-07-29T17:27:48Z,2024-07-29T17:31:31Z,2024-07-29,2024-07-29,,,,,2024-07-29T17:28:19Z,2024-07-29T17:31:31Z,1,,,,,WEB,0,0.7396,Call Resolution and Technical Support,0.3156,Message and Email Notifications,0.2815,iPhone Service Issues,0.2740,Courteous and Professional Advisors,0.2229,Phone and Device Authentication,0.2133
638373312151234609,10000777546,App Store & Third-party Apps,9220419201901823,2024-07-29T15:43:08Z,2024-07-29T16:38:48Z,2024-07-29,2024-07-29,,,,,2024-07-29T16:35:46Z,2024-07-29T16:38:48Z,1,,1,,,WEB,1,0.3547,Courteous and Professional Advisors,0.6979,iPhone Service Issues,0.6115,Call Resolution and Technical Support,0.5416,Thank You Messages,0.3885,Apple Account and ID Issues,0.2690
638373312150935472,10000611816,App Store & Third-party Apps,9220419201901823,2024-07-29T03:01:00Z,2024-07-29T03:02:13Z,2024-07-29,2024-07-29,,,,,2024-07-29T03:01:26Z,2024-07-29T03:02:13Z,1,,1,,,WEB,1,0.1390,Thank You Messages,0.8303,Courteous and Professional Advisors,0.6456,Great Customer Experience,0.6081,iPhone Service Issues,0.4551,Negative Feedback,0.3819
638373312151380712,10000895774,Apple ID,9220824204945426,2024-07-29T22:14:17Z,2024-07-29T22:33:09Z,2024-07-29,2024-07-29,,,,,2024-07-29T22:30:00Z,2024-07-29T22:33:09Z,1,,1,,,WEB,-1,0.4433,Delays and Wait Times,0.7226,Call Resolution and Technical Support,0.5127,Negative Feedback,0.4756,iPhone Service Issues,0.4568,Refund and Payment Issues,0.3998
638373312151314213,10000627445,Billing & Accounts,9220824204945426,2024-07-29T19:00:25Z,2024-07-29T19:20:43Z,2024-07-29,2024-07-29,,,,,2024-07-29T19:16:59Z,2024-07-29T19:20:43Z,1,,1,,,WEB,0,0.9753,Thank You Messages,0.5521,Delays and Wait Times,0.4714,Courteous and Professional Advisors,0.3708,Negative Feedback,0.3663,iPhone Service Issues,0.3444
638373312151340419,10000793465,Apple ID,9220419201901823,2024-07-29T20:27:54Z,2024-07-29T20:29:29Z,2024-07-29,2024-07-29,,,,,2024-07-29T20:28:01Z,2024-07-29T20:29:29Z,1,,1,,,WEB,1,0.9792,Thank You Messages,0.8183,Thank You Messages,0.4588,Negative Feedback,0.4407,Great Customer Experience,0.3505,iPhone Service Issues,0.3212
638373312151332370,10000733246,iPad Air (5th Generation) Wi-Fi,9220824204945426,2024-07-29T19:48:51Z,2024-07-29T23:07:34Z,2024-07-29,2024-07-29,,,,,2024-07-29T19:49:07Z,2024-07-29T23:07:34Z,1,,1,,,WEB,0,0.6099,Apple Account and ID Issues,0.7468,iPhone Service Issues,0.6601,Call Resolution and Technical Support,0.4971,Faulty AirPods and Replacements,0.4598,Refund and Payment Issues,0.3657
638373312151314216,10000155689,"OBS,IMAC (21.5-INCH, MID 2011)",9220419201901823,2024-07-29T19:36:18Z,2024-07-29T20:51:26Z,2024-07-29,2024-07-29,,,,,2024-07-29T19:36:39Z,2024-07-29T20:51:26Z,1,,2,,,WEB,0,0.5006,Call Resolution and Technical Support,0.3072,Thank You Messages,0.2421,Delays and Wait Times,0.2325,iPhone Service Issues,0.2183,Message and Email Notifications,0.2131
638373312151383708,10000892611,Mail,9220824204945426,2024-07-29T22:24:33Z,2024-07-29T22:29:16Z,2024-07-29,2024-07-29,,,,,2024-07-29T22:25:43Z,2024-07-29T22:29:16Z,1,,1,,,WEB,0,0.9056,Courteous and Professional Advisors,0.7639,Thank You Messages,0.5602,iPhone Service Issues,0.5574,Call Resolution and Technical Support,0.3322,Great Customer Experience,0.3079
638373312151238616,10000867923,Apple ID,9220824204945426,2024-07-29T15:52:55Z,2024-07-29T15:58:07Z,2024-07-29,2024-07-29,,,,,2024-07-29T15:57:16Z,2024-07-29T15:58:07Z,1,,1,,,WEB,1,0.0254,Courteous and Professional Advisors,0.7245,Thank You Messages,0.5403,iPhone Service Issues,0.5127,Great Customer Experience,0.4931,Call Resolution and Technical Support,0.3468
638373312150980540,10000657437,Billing & Accounts,9220824204945426,2024-07-29T05:04:40Z,2024-07-29T05:06:52Z,2024-07-29,2024-07-29,,,,,2024-07-29T05:05:03Z,2024-07-29T05:06:52Z,1,,1,,,WEB,1,0.0870,iPhone Service Issues,0.5158,Courteous and Professional Advisors,0.5083,Thank You Messages,0.3778,Call Resolution and Technical Support,0.3577,Message and Email Notifications,0.3233
638373312151139829,10000250294,Billing & Accounts,9220419201901823,2024-07-29T12:05:56Z,2024-07-29T12:07:36Z,2024-07-29,2024-07-29,,,,,2024-07-29T12:06:00Z,2024-07-29T12:07:36Z,1,,1,,,WEB,1,0.0064,Courteous and Professional Advisors,0.7302,iPhone Service Issues,0.5617,Thank You Messages,0.4713,Call Resolution and Technical Support,0.4301,Great Customer Experience,0.4115
638373312151320357,10000724172,Billing & Accounts,9220824204945426,2024-07-29T19:15:56Z,2024-07-29T19:19:58Z,2024-07-29,2024-07-29,,,,,2024-07-29T19:18:44Z,2024-07-29T19:19:58Z,1,,1,,,WEB,1,0.1093,Courteous and Professional Advisors,0.7544,Thank You Messages,0.5986,iPhone Service Issues,0.5170,Great Customer Experience,0.4246,Refund and Payment Issues,0.2894
638373312151217659,10000819838,NON TECHNICAL ISSUE,9220824204945426,2024-07-29T15:03:18Z,2024-07-29T16:11:26Z,2024-07-29,2024-07-29,,,,,2024-07-29T16:04:58Z,2024-07-29T16:11:26Z,1,,1,,,WEB,-1,0.0023,Apple Account and ID Issues,0.6656,iPhone Service Issues,0.5350,Delays and Wait Times,0.4919,Phone and Device Authentication,0.4371,Call Resolution and Technical Support,0.4298
638373312150907245,10000513051,iCloud,9220824204945426,2024-07-29T01:29:59Z,2024-07-29T01:36:31Z,2024-07-29,2024-07-29,,,,,2024-07-29T01:35:51Z,2024-07-29T01:36:31Z,1,,2,,,WEB,0,0.9102,Negative Feedback,0.9507,Thank You Messages,0.4157,Call Resolution and Technical Support,0.2089,Delays and Wait Times,0.2035,Message and Email Notifications,0.1967
638373312151156899,10000082190,Agreements & Coverage,9220824204945426,2024-07-29T12:39:38Z,2024-07-29T20:44:03Z,2024-07-29,2024-07-29,,,,,2024-07-29T20:42:23Z,2024-07-29T20:44:03Z,1,,1,,,WEB,1,0.0583,Courteous and Professional Advisors,0.7020,iPhone Service Issues,0.5245,Call Resolution and Technical Support,0.3731,Thank You Messages,0.3611,Apple Account and ID Issues,0.3028
638373312151195247,10000077203,NON TECHNICAL ISSUE,9220824204945426,2024-07-29T14:08:32Z,2024-07-29T14:46:41Z,2024-07-29,2024-07-29,,,,,2024-07-29T14:44:59Z,2024-07-29T14:46:41Z,1,,1,,,WEB,0,0.5606,iPhone Service Issues,0.7131,Courteous and Professional Advisors,0.6605,Call Resolution and Technical Support,0.6161,Thank You Messages,0.6044,Great Customer Experience,0.3604
638373312151203971,10000875352,iCloud,9220824204945426,2024-07-29T14:30:01Z,2024-07-31T01:46:36Z,2024-07-29,2024-07-31,,,,,2024-07-29T15:24:09Z,2024-07-31T01:46:36Z,1,,4,,,WEB,-1,0.0305,Call Resolution and Technical Support,0.3340,Faulty AirPods and Replacements,0.3020,iPhone Service Issues,0.2820,Negative Feedback,0.2312,Phone and Device Authentication,0.1886
638373312150946410,10000728859,iCloud,9220824204945426,2024-07-29T03:17:31Z,2024-07-29T04:05:31Z,2024-07-29,2024-07-29,,,,,2024-07-29T03:17:42Z,2024-07-29T04:05:31Z,1,,1,,,WEB,-1,0.4956,Negative Feedback,0.9557,Thank You Messages,0.3892,Call Resolution and Technical Support,0.1859,Faulty AirPods and Replacements,0.1856,Delays and Wait Times,0.1791
638373312151336622,10000598766,App Store & Third-party Apps,9220824204945426,2024-07-29T20:01:10Z,2024-07-29T21:05:54Z,2024-07-29,2024-07-29,,,,,2024-07-29T21:02:01Z,2024-07-29T21:05:54Z,1,,1,,,WEB,1,0.0402,Courteous and Professional Advisors,0.7221,iPhone Service Issues,0.6132,Thank You Messages,0.5211,Call Resolution and Technical Support,0.4560,Great Customer Experience,0.3343
638373312150927612,10000025185,App Store & Third-party Apps,9220824204945426,2024-07-29T02:22:03Z,2024-07-29T03:52:44Z,2024-07-29,2024-07-29,,,,,2024-07-29T02:22:39Z,2024-07-29T03:52:44Z,1,,3,,,WEB,-1,0.0058,Refund and Payment Issues,0.7068,Thank You Messages,0.4891,iPhone Service Issues,0.3836,Negative Feedback,0.3411,Delays and Wait Times,0.3258
638373312151284404,10000707974,Messages / FaceTime,9220824204945426,2024-07-29T17:42:58Z,2024-07-29T17:44:33Z,2024-07-29,2024-07-29,,,,,2024-07-29T17:43:30Z,2024-07-29T17:44:33Z,1,,1,,,WEB,1,0.0642,Courteous and Professional Advisors,0.7569,iPhone Service Issues,0.5778,Call Resolution and Technical Support,0.3912,Thank You Messages,0.3586,Apple Account and ID Issues,0.3421
638373312151137763,10000879228,iCloud,9220419201901823,2024-07-29T12:45:33Z,2024-07-29T12:47:47Z,2024-07-29,2024-07-29,,,,,2024-07-29T12:46:10Z,2024-07-29T12:47:47Z,1,,1,,,WEB,1,0.2211,Courteous and Professional Advisors,0.7246,iPhone Service Issues,0.6707,Great Customer Experience,0.5907,iPhone Service Issues,0.4722,Call Resolution and Technical Support,0.3163
638373312150971433,10000319591,macOS Sonoma 14,9220824204945426,2024-07-29T04:36:22Z,2024-07-29T05:38:37Z,2024-07-29,2024-07-29,,,,,2024-07-29T05:36:17Z,2024-07-29T05:38:37Z,1,,1,,,WEB,1,0.0232,Apple Account and ID Issues,0.8114,iPhone Service Issues,0.6214,Thank You Messages,0.4833,Courteous and Professional Advisors,0.4708,Positive Feedback on Products,0.4262
638373312150914641,10000610442,iPhone 15 Pro,9220824204945426,2024-07-29T01:45:05Z,2024-07-29T14:09:51Z,2024-07-29,2024-07-29,,,,,2024-07-29T14:06:04Z,2024-07-29T14:09:51Z,1,,3,,,WEB,-1,0.0023,Apple Account and ID Issues,0.6319,Phone and Device Authentication,0.6282,iPhone Service Issues,0.5583,Call Resolution and Technical Support,0.4275,Faulty AirPods and Replacements,0.4218
638373312151333338,10000033922,TV & Video,9220824204945426,2024-07-29T19:51:30Z,2024-07-29T19:55:29Z,2024-07-29,2024-07-29,,,,,2024-07-29T19:51:42Z,2024-07-29T19:55:29Z,1,,1,,,WEB,1,0.0891,Courteous and Professional Advisors,0.6963,iPhone Service Issues,0.6148,Call Resolution and Technical Support,0.4652,Great Customer Experience,0.4331,Thank You Messages,0.4281
638373312151036382,10000983985,iCloud,9220824204945426,2024-07-29T07:18:23Z,2024-07-30T06:50:27Z,2024-07-29,2024-07-30,,,,,2024-07-29T07:43:53Z,2024-07-30T06:50:27Z,1,,,,,WEB,-1,0.0029,Refund and Payment Issues,0.4954,Negative Feedback,0.4412,iPhone Service Issues,0.2951,Battery and Charging Issues,0.2834,Faulty AirPods and Replacements,0.2821
638373312151139216,10000516586,iCloud,9220824204945426,2024-07-29T11:55:34Z,2024-07-29T21:21:56Z,2024-07-29,2024-07-29,,,,,2024-07-29T21:19:05Z,2024-07-29T21:21:56Z,1,,,,,WEB,0,0.9920,iPhone Service Issues,0.6693,Delays and Wait Times,0.6313,Courteous and Professional Advisors,0.6116,Thank You Messages,0.5954,Call Resolution and Technical Support,0.4650
638373312150925293,10000916180,Mail,9220824204945426,2024-07-29T02:15:42Z,2024-07-29T04:16:14Z,2024-07-29,2024-07-29,,,,,2024-07-29T04:11:09Z,2024-07-29T04:16:14Z,1,,1,,,WEB,1,0.0572,Courteous and Professional Advisors,0.7197,iPhone Service Issues,0.5521,Thank You Messages,0.5107,Refund and Payment Issues,0.3563,Call Resolution and Technical Support,0.3377
638373312150914435,10000300461,"iMac (Retina 4K, 21.5-inch, 2019)",9220824204945426,2024-07-29T01:44:31Z,2024-07-29T02:00:00Z,2024-07-29,2024-07-29,,,,,2024-07-29T01:58:11Z,2024-07-29T02:00:00Z,1,,1,,,WEB,1,0.0707,Courteous and Professional Advisors,0.7514,iPhone Service Issues,0.4915,Great Customer Experience,0.4445,Thank You Messages,0.4227,Call Resolution and Technical Support,0.2788
638373312151164837,10000008623,Billing & Accounts,9220824204945426,2024-07-29T12:59:49Z,2024-07-29T13:02:40Z,2024-07-29,2024-07-29,,,,,2024-07-29T13:00:08Z,2024-07-29T13:02:40Z,1,,1,,,WEB,0,0.9190,Apple Account and ID Issues,0.6345,iPhone Service Issues,0.4474,Call Resolution and Technical Support,0.3721,Refund and Payment Issues,0.3490,Faulty AirPods and Replacements,0.3428
638373312151240529,10000770774,App Store & Third-party Apps,9220824204945426,2024-07-29T15:57:39Z,2024-07-29T15:59:19Z,2024-07-29,2024-07-29,,,,,2024-07-29T15:58:22Z,2024-07-29T15:59:19Z,1,,1,,,WEB,1,0.0234,Thank You Messages,0.6583,Courteous and Professional Advisors,0.6366,Great Customer Experience,0.5843,iPhone Service Issues,0.4140,Negative Feedback,0.2841
638373312151247789,10000189381,Safari,9220824204945426,2024-07-29T16:14:50Z,2024-07-29T16:53:26Z,2024-07-29,2024-07-29,,,,,2024-07-29T16:50:51Z,2024-07-29T16:53:26Z,1,,1,,,WEB,-1,0.0040,iPhone Service Issues,0.4829,Courteous and Professional Advisors,0.4105,Delays and Wait Times,0.3697,Call Resolution and Technical Support,0.3568,Faulty AirPods and Replacements,0.3542
638373312151215336,10000968558,,9220824204945426,2024-07-29T14:57:57Z,2024-07-29T15:00:59Z,2024-07-29,2024-07-29,,,,,2024-07-29T14:58:14Z,2024-07-29T15:00:59Z,1,,5,,,WEB,-1,0.0024,Refund and Payment Issues,0.5274,Phone and Device Authentication,0.5140,Call Resolution and Technical Support,0.5136,iPhone Service Issues,0.5002,Message and Email Notifications,0.4934
